date,consumption_mwh_day,temp_mean_c,is_holiday
2001-09-08,223.12041500003997,18.8,0
2001-09-09,211.24226000004,21.1,0
2001-09-10,257.23476500004006,20.3,0
2001-09-11,268.42653,17.7,0
2001-09-12,263.21666000004,15.7,0
2001-09-13,266.40071000003996,19.1,0
2001-09-14,267.41864499995995,19.2,0
2001-09-15,240.76463499995998,18.3,0
2001-09-16,208.697865,15.3,0
2001-09-17,241.342065,11.8,0
2001-09-18,251.061465,14.4,0
2001-09-19,254.986155,15.7,0
2001-09-20,258.71052,17.8,0
2001-09-21,262.63196000004,18.0,0
2001-09-22,241.54611500004003,17.4,0
2001-09-23,215.00324499996003,18.1,0
2001-09-24,256.62968000004,20.7,0
2001-09-25,267.40539500004,20.9,0
2001-09-26,267.63155499996,22.2,0
2001-09-27,265.437945,18.7,0
2001-09-28,260.546445,17.6,0
2001-09-29,237.80214500003999,18.0,0
2001-09-30,209.86653999996003,20.3,0
2001-10-01,254.88248000004,20.1,0
2001-10-02,262.50551499996004,21.6,0
2001-10-03,260.69888499996,19.9,0
2001-10-04,264.24654999996,22.6,0
2001-10-05,263.30956499999996,20.2,0
2001-10-06,243.03095499996,18.9,0
2001-10-07,217.07963000003997,18.7,0
2001-10-08,254.96430500003999,18.1,0
2001-10-09,257.901915,18.9,0
2001-10-10,263.19243500004006,21.4,0
2001-10-11,264.22749999996,20.9,0
2001-10-12,222.88411749995998,19.9,1
2001-10-13,225.89262999996004,20.6,0
2001-10-14,202.5774915,19.6,0
2001-10-15,249.80438550000002,20.2,0
2001-10-16,261.26084499996,19.3,0
2001-10-17,262.91292,20.0,0
2001-10-18,264.33399000000003,20.8,0
2001-10-19,266.03667500004,20.4,0
2001-10-20,241.98675,19.3,0
2001-10-21,213.61574000003998,22.0,0
2001-10-22,250.68467000004,20.8,0
2001-10-23,258.01553000004003,20.6,0
2001-10-24,261.452445,18.8,0
2001-10-25,264.29964500004,19.6,0
2001-10-26,265.72740500004,19.4,0
2001-10-27,243.50781000000003,19.7,0
2001-10-28,219.73704500003998,22.2,0
2001-10-29,265.85156499996003,24.0,0
2001-10-30,273.95447499996,25.1,0
2001-10-31,273.686325,23.6,0
2001-11-01,268.159695,20.1,0
2001-11-02,229.57554,18.1,1
2001-11-03,226.199835,16.1,0
2001-11-04,208.83637500000003,15.8,0
2001-11-05,248.78733000000003,19.4,0
